"species","decimalLongitude","decimalLatitude"
"Didelphis virginiana",-87.5675825,12.992005
"Didelphis virginiana",-122.257514,37.866575
"Didelphis virginiana",-92.3089745,30.2732035
"Didelphis virginiana",-100.592778,25.809167
"Didelphis virginiana",-122.28454,47.76953
"Didelphis virginiana",-97.381538,38.046665
"Didelphis virginiana",-121.994278,38.355114
"Didelphis virginiana",-98.934535,37.47043
"Didelphis virginiana",-94.612805,16.386369
"Didelphis virginiana",-91.9569651,30.1472085
"Didelphis virginiana",-94.495687,30.28389
"Didelphis virginiana",-99.233055,19.416667
"Didelphis virginiana",-92.0199668,30.1892069
"Didelphis virginiana",-122.5692,45.4078
"Didelphis virginiana",-92.293976,30.7971868
"Didelphis virginiana",-91.8329618,30.11121
"Didelphis virginiana",-94.429191,43.855473
"Didelphis virginiana",-98.471854,29.463525
"Didelphis virginiana",-92.477778,16.904444
"Didelphis virginiana",-87.735268,41.95813
"Didelphis virginiana",-95.97237,38.53655
"Didelphis virginiana",-92.37444,30.141304
"Didelphis virginiana",-100.515301,31.207844
"Didelphis virginiana",-119.6075,34.429167
"Didelphis virginiana",-93.7311543,40.2422626
"Didelphis virginiana",-122.441045,37.732245
"Didelphis virginiana",-120.833333,35.4
"Didelphis virginiana",-84.84,43.65
"Didelphis virginiana",-124.200556,41.756111
"Didelphis virginiana",-122.21912,47.70521
"Didelphis virginiana",-76.51106,42.32652
"Didelphis virginiana",-84.64,30.82564
"Didelphis virginiana",-97.91305,33.231633
"Didelphis virginiana",-89.576886,35.226436
"Didelphis virginiana",-122.259105,37.848789
"Didelphis virginiana",-80.95417,41.85944
"Didelphis virginiana",-84.4838941,42.7042501
"Didelphis virginiana",-93.15,16.783333
"Didelphis virginiana",-98.945271,31.271307
"Didelphis virginiana",-96.626038,34.12013
"Didelphis virginiana",-98.397159,32.97022
"Didelphis virginiana",-83.23,33.09
"Didelphis virginiana",-122.288801,37.887696
"Didelphis virginiana",-79.23883,43.17311
"Didelphis virginiana",-104.71,19.68814
"Didelphis virginiana",-91.832962,30.1652082
"Didelphis virginiana",-92.384433,31.1728
"Didelphis virginiana",-122.34211,38.37529
"Didelphis virginiana",-82.350573,29.597734
"Didelphis virginiana",-72.61,40.82306
"Didelphis virginiana",-87.807214,41.988226
"Didelphis virginiana",-99.02351,18.5102
"Didelphis virginiana",-92.261158,38.811792
"Didelphis virginiana",-80.883333,43.916667
"Didelphis virginiana",-92.0669682,30.2332054
"Didelphis virginiana",-96.42,36.84567
"Didelphis virginiana",-92.9053528,44.5068196
"Didelphis virginiana",-71.1652,42.40837
"Didelphis virginiana",-99.533333,20.866667
"Didelphis virginiana",-91.986966,30.2052065
"Didelphis virginiana",-96.314445,30.601389
"Didelphis virginiana",-122.27619,47.75345
"Didelphis virginiana",-84.777769,43.534862
"Didelphis virginiana",-92.684,41.7598
"Didelphis virginiana",-98.790338,18.524909
"Didelphis virginiana",-97.917222,16.825278
"Didelphis virginiana",-100.071667,25.018056
"Didelphis virginiana",-94.032362,16.525261
"Didelphis virginiana",-102.1175,17.957199
"Didelphis virginiana",-102.330559,21.708056
"Didelphis virginiana",-100.612537,31.813783
"Didelphis virginiana",-99.4725,21.171667
"Didelphis virginiana",-92.0419674,30.2032064
"Didelphis virginiana",-118.474361,34.09128
"Didelphis virginiana",-101.20215,39.78459
"Didelphis virginiana",-97.2382204,41.2992462
"Didelphis virginiana",-90.598929,29.7202258
"Didelphis virginiana",-88.0668686,41.8774834
"Didelphis virginiana",-99.5375,26.314444
"Didelphis virginiana",-85.014648,38.706764
"Didelphis virginiana",-92.5339812,30.5241948
"Didelphis virginiana",-98.570007,19.606392
"Didelphis virginiana",-74.581654,42.574318
"Didelphis virginiana",-97.973839,38.929993
"Didelphis virginiana",-82.49563,29.55168
"Didelphis virginiana",-91.725833,16.135278
"Didelphis virginiana",-87.708215,41.907355
"Didelphis virginiana",-105.08333,19.56139
"Didelphis virginiana",-95.07,18.58
"Didelphis virginiana",-96.7742,18.9342
"Didelphis virginiana",-92.1899703,29.9252151
"Didelphis virginiana",-104.75825,23.082733
"Didelphis virginiana",-100.275,25.8125
"Didelphis virginiana",-91.851962,30.0452121
"Didelphis virginiana",-104.457924,23.533839
"Didelphis virginiana",-93.051389,17.442778
"Didelphis virginiana",-71.21359,42.37482
"Didelphis virginiana",-92.0919688,30.2342053
"Didelphis virginiana",-92.4449809,31.0931772
"Didelphis virginiana",-73.2642,41.1411
"Didelphis virginiana",-98.707,35.526
"Didelphis virginiana",-72.6822,41.2889
"Didelphis virginiana",-104.877,19.60994
"Didelphis virginiana",-122.7944,45.6283
"Didelphis virginiana",-102.0492831,39.6584394
"Didelphis virginiana",-122.100522,37.994844
"Didelphis virginiana",-99.76884,32.439457
"Didelphis virginiana",-124.134,42.1869
"Didelphis virginiana",-84.193345,30.700876
"Didelphis virginiana",-122.2316,37.85754
"Didelphis virginiana",-117.121443,32.762943
"Didelphis virginiana",-87.9167,15.3333
"Didelphis virginiana",-96.47198,28.46595
"Didelphis virginiana",-97.569167,17.119167
"Didelphis virginiana",-103.988,23.541667
"Didelphis virginiana",-93.116805,16.752778
"Didelphis virginiana",-122.539963,38.035291
"Didelphis virginiana",-91.7049613,30.933184
"Didelphis virginiana",-101.041672,39.806671
"Didelphis virginiana",-98.716674,18.232225
"Didelphis virginiana",-87.650052,41.850033
"Didelphis virginiana",-122.175445,37.871842
"Didelphis virginiana",-85.8329429,13.0175305
"Didelphis virginiana",-84.1536839,42.3896536
"Didelphis virginiana",-90.105021,34.933402
"Didelphis virginiana",-94.342798,30.469954
"Didelphis virginiana",-97.432466,35.196627
"Didelphis virginiana",-96.5023,41.6202
"Didelphis virginiana",-97.743759,39.121933
"Didelphis virginiana",-102.073611,19.428556
"Didelphis virginiana",-92.2679734,30.2652038
"Didelphis virginiana",-85.364786,35.010112
"Didelphis virginiana",-88.034709,19.6148424
"Didelphis virginiana",-92.6719831,30.0802088
"Didelphis virginiana",-72.8972,41.3931
"Didelphis virginiana",-91.2249471,30.3752029
"Didelphis virginiana",-88.4,17.566667
"Didelphis virginiana",-95.56445,38.17715
"Didelphis virginiana",-122.5486,45.4634
"Didelphis virginiana",-98.17783,30.267
"Didelphis virginiana",-117.013318,32.656179
"Didelphis virginiana",-80.676392,41.934296
"Didelphis virginiana",-93.66778,31.100917
"Didelphis virginiana",-121.959466,37.945519
"Didelphis virginiana",-101.184243,31.977453
"Didelphis virginiana",-92.3619755,30.159207
"Didelphis virginiana",-92.615,16.708333
"Didelphis virginiana",-99.564011,31.767293
"Didelphis virginiana",-81.932048,34.949567
"Didelphis virginiana",-98.666474,36.921046
"Didelphis virginiana",-90.9949422,30.6941933
"Didelphis virginiana",-89.777127,35.084389
"Didelphis virginiana",-82.277748,29.692446
"Didelphis virginiana",-97.677965,20.43848
"Didelphis virginiana",-83.545034,44.444809
"Didelphis virginiana",-99.190175,18.750845
"Didelphis virginiana",-91.550087,41.554083
"Didelphis virginiana",-93.5810068,30.1912027
"Didelphis virginiana",-122.5026742,37.7288615
"Didelphis virginiana",-92.401666,31.268888
"Didelphis virginiana",-84.281573,35.384122
"Didelphis virginiana",-100.104167,17.018056
"Didelphis virginiana",-100.548599,21.371099
"Didelphis virginiana",-99.1920624,23.0998973
"Didelphis virginiana",-82.25788,29.08422
"Didelphis virginiana",-99.162224,18.851111
"Didelphis virginiana",-91.7529602,30.2372061
"Didelphis virginiana",-89.099711,35.812845
"Didelphis virginiana",-122.4782238,37.6634802
"Didelphis virginiana",-90.8019337,29.5672304
"Didelphis virginiana",-92.60314,41.44826
"Didelphis virginiana",-122.244551,38.220836
"Didelphis virginiana",-99.433889,18.739722
"Didelphis virginiana",-100.252222,17.341944
"Didelphis virginiana",-83.628,40.17
"Didelphis virginiana",-90.497,41.526
"Didelphis virginiana",-105.039,19.48669
"Didelphis virginiana",-102.043056,18.048333
"Didelphis virginiana",-84.0439807,42.3756538
"Didelphis virginiana",-86.6456196,12.4176667
"Didelphis virginiana",-95.53116,31.56079
"Didelphis virginiana",-95.2908014,38.9426884
"Didelphis virginiana",-100.168053,22.284166
"Didelphis virginiana",-82.44032,28.06558
"Didelphis virginiana",-119.711944,34.450833
"Didelphis virginiana",-119.874167,34.545833
"Didelphis virginiana",-90.104771,18.565714
"Didelphis virginiana",-100.4625,25.676111
"Didelphis virginiana",-93.2203641,44.8221168
"Didelphis virginiana",-96.563385,39.393795
"Didelphis virginiana",-98.162507,19.60167
"Didelphis virginiana",-96.712414,39.428223
"Didelphis virginiana",-80.15,43.47
"Didelphis virginiana",-78.6371253,35.8184676
"Didelphis virginiana",-92.0189669,30.2152061
"Didelphis virginiana",-101.637967,19.513417
"Didelphis virginiana",-122.483471,37.712344
"Didelphis virginiana",-84.61,42.94
"Didelphis virginiana",-97.386895,35.189734
"Didelphis virginiana",-96.217222,18.097222
"Didelphis virginiana",-84.4726939,42.7405497
"Didelphis virginiana",-110.222,29.811001
"Didelphis virginiana",-107.384444,24.799167
"Didelphis virginiana",-102.093611,19.427972
"Didelphis virginiana",-92.2139752,31.1671755
"Didelphis virginiana",-95.12278,35.25361
"Didelphis virginiana",-100.469572,31.43971
"Didelphis virginiana",-119.697222,34.420833
"Didelphis virginiana",-122.2762148,37.7856621
"Didelphis virginiana",-80.6295,28.1077
"Didelphis virginiana",-100.643889,17.207778
"Didelphis virginiana",-96.309344,30.578656
"Didelphis virginiana",-98.764442,38.364441
"Didelphis virginiana",-97.248527,32.019957
"Didelphis virginiana",-122.00754,37.9621465
"Didelphis virginiana",-102.1922608,25.5154229
"Didelphis virginiana",-98.149452,19.560281
"Didelphis virginiana",-118.03,33.93
"Didelphis virginiana",-100.494302,31.414399
"Didelphis virginiana",-92.048968,30.3172027
"Didelphis virginiana",-81.23026,28.5992
"Didelphis virginiana",-103.966667,23.716667
"Didelphis virginiana",-85.246969,42.486832
"Didelphis virginiana",-122.2234836,37.4696826
"Didelphis virginiana",-100.128889,25.428333
"Didelphis virginiana",-122.090198,38.011133
"Didelphis virginiana",-99.313888,38.238552
"Didelphis virginiana",-89.723061,20.727314
"Didelphis virginiana",-97.3781294,42.0326468
"Didelphis virginiana",-122.2331311,37.8819464
"Didelphis virginiana",-122.2700352,37.8271613
"Didelphis virginiana",-88.169441,21.183056
"Didelphis virginiana",-99.099442,18.985277
"Didelphis virginiana",-77.2762626,42.3061244
"Didelphis virginiana",-85.3862202,42.3956524
"Didelphis virginiana",-92.5959827,30.4991955
"Didelphis virginiana",-87.6023315,20.8694709
"Didelphis virginiana",-95.97205,38.53491
"Didelphis virginiana",-91.8789624,29.953215
"Didelphis virginiana",-99.069107,39.766933
"Didelphis virginiana",-99.412222,18.851667
"Didelphis virginiana",-89.6215475,20.9683511
"Didelphis virginiana",-105.073055,19.526667
"Didelphis virginiana",-82.9986475,39.9610861
"Didelphis virginiana",-122.407372,48.420951
"Didelphis virginiana",-98.458333,21.775
"Didelphis virginiana",-90.8189347,29.7422246
"Didelphis virginiana",-72.9286,41.3081
"Didelphis virginiana",-96.998889,18.896944
"Didelphis virginiana",-122.3061,47.6719
"Didelphis virginiana",-97.199715,32.93444
"Didelphis virginiana",-122.470667,49.058052
"Didelphis virginiana",-82.687222,41.386667
"Didelphis virginiana",-122.2573328,37.4285003
"Didelphis virginiana",-101.980428,19.083028
"Didelphis virginiana",-84.792955,43.623216
"Didelphis virginiana",-82.3,29.6
"Didelphis virginiana",-121.9867637,47.7174933
"Didelphis virginiana",-88.018661,41.787228
"Didelphis virginiana",-88.9715,40.51417
"Didelphis virginiana",-84.3512903,42.7548497
"Didelphis virginiana",-118.66,34.1
"Didelphis virginiana",-97.131401,15.9382
"Didelphis virginiana",-104.785,19.30558
"Didelphis virginiana",-84.3227894,42.6951503
"Didelphis virginiana",-95.2947836,39.322172
"Didelphis virginiana",-102.108055,17.976389
"Didelphis virginiana",-91.1759459,30.4102019
"Didelphis virginiana",-118.113175,33.778963
"Didelphis virginiana",-94.11583,30.271174
"Didelphis virginiana",-92.0689682,30.2182059
"Didelphis virginiana",-91.18,15.48
"Didelphis virginiana",-99.378066,34.943411
"Didelphis virginiana",-85.338763,35.028651
"Didelphis virginiana",-102.2894327,22.7007017
"Didelphis virginiana",-97.416129,25.859279
"Didelphis virginiana",-99.189,19.316667
"Didelphis virginiana",-101.83083,35.337594
"Didelphis virginiana",-95.15,31.39
"Didelphis virginiana",-101.00603,30.1863
"Didelphis virginiana",-100.385605,31.492629
"Didelphis virginiana",-102.091806,19.426528
"Didelphis virginiana",-88.022722,44.082117
"Didelphis virginiana",-103.1660354,21.2644101
"Didelphis virginiana",-98.478527,32.901641
"Didelphis virginiana",-121.9949759,37.9732164
"Didelphis virginiana",-123.14142,45.435908
"Didelphis virginiana",-92.213974,30.829186
"Didelphis virginiana",-96.8089307,17.2487849
"Didelphis virginiana",-97.699497,32.706923
"Didelphis virginiana",-84.6617994,42.7263497
"Didelphis virginiana",-92.0659721,31.3871691
"Didelphis virginiana",-97.332254,35.21825
"Didelphis virginiana",-87.79149,41.991306
"Didelphis virginiana",-122.350877,47.668428
"Didelphis virginiana",-99.328055,18.310833
"Didelphis virginiana",-99.859,28.527
"Didelphis virginiana",-89.8129123,30.8931897
"Didelphis virginiana",-92.1549697,30.0262119
"Didelphis virginiana",-92.068557,35.855192
"Didelphis virginiana",-89.216735,35.115366
"Didelphis virginiana",-99.4816046,17.291919
"Didelphis virginiana",-95.031769,37.366329
"Didelphis virginiana",-99.5622,39.2536
"Didelphis virginiana",-95.927816,32.266055
"Didelphis virginiana",-87.762172,41.941744
"Didelphis virginiana",-122.245397,37.795149
"Didelphis virginiana",-84.106745,35.397026
"Didelphis virginiana",-101.157142,31.428142
"Didelphis virginiana",-85.0225,35.22194
"Didelphis virginiana",-122.27896,37.88243
"Didelphis virginiana",-89.559471,35.228968
"Didelphis virginiana",-98.99295,39.045822
"Didelphis virginiana",-99.697222,20.719444
"Didelphis virginiana",-100.985001,29.896668
"Didelphis virginiana",-89.583333,20.183333
"Didelphis virginiana",-99.036111,25.879444
"Didelphis virginiana",-99.2251054,19.3089563
"Didelphis virginiana",-89.33,19.17
"Didelphis virginiana",-122.3,49.0333
"Didelphis virginiana",-92.636111,16.736111
"Didelphis virginiana",-98.970276,18.886389
"Didelphis virginiana",-90.0604,35.3436
"Didelphis virginiana",-109.217,28.43853
"Didelphis virginiana",-97.472591,35.200286
"Didelphis virginiana",-118.283333,34.133335
"Didelphis virginiana",-82.9931,41.4592
"Didelphis virginiana",-96.62128,30.31496
"Didelphis virginiana",-95.001,30.492
"Didelphis virginiana",-117.768008,33.562878
"Didelphis virginiana",-89.366667,18.883333
"Didelphis virginiana",-99.806938,38.776669
"Didelphis virginiana",-103.7719294,19.2025153
"Didelphis virginiana",-105.879167,23.627778
"Didelphis virginiana",-100.49833,31.120755
"Didelphis virginiana",-92.155217,15.155217
"Didelphis virginiana",-82.33056,28.83556
"Didelphis virginiana",-97.766951,19.752229
"Didelphis virginiana",-99.46752,17.36122
"Didelphis virginiana",-100.0450128,25.4957116
"Didelphis virginiana",-87.714882,41.972797
"Didelphis virginiana",-95.108333,18.425
"Didelphis virginiana",-95.626361,29.367108
"Didelphis virginiana",-84.84,43.99
"Didelphis virginiana",-122.3256,47.68399
"Didelphis virginiana",-92.0759682,30.1592078
"Didelphis virginiana",-87.771698,41.898991
"Didelphis virginiana",-84.4640336,42.7368397
"Didelphis virginiana",-90.364203,35.02528
"Didelphis virginiana",-118.41,34.01
"Didelphis virginiana",-96.9572582,37.2978135
"Didelphis virginiana",-104.996667,19.526667
"Didelphis virginiana",-109.016505,25.9786456
"Didelphis virginiana",-91.1139443,30.3912027
"Didelphis virginiana",-89.9781343,42.0732405
"Didelphis virginiana",-99.2519,38.879147
"Didelphis virginiana",-99.23061,30.748788
"Didelphis virginiana",-99.769241,38.991383
"Didelphis virginiana",-100.104156,39.364426
"Didelphis virginiana",-87.19866,13.624422
"Didelphis virginiana",-105.788,22.821
"Didelphis virginiana",-100.054169,19.998056
"Didelphis virginiana",-91.8039607,30.0032136
"Didelphis virginiana",-92.955,16.681389
"Didelphis virginiana",-98.01815,38.18463
"Didelphis virginiana",-102.086979,39.635181
"Didelphis virginiana",-82.325,29.604931
"Didelphis virginiana",-83.729846,42.296638
"Didelphis virginiana",-122.244741,37.797396
"Didelphis virginiana",-90.0269179,30.9311881
"Didelphis virginiana",-91.1459427,29.6562266
"Didelphis virginiana",-87.764557,41.896175
"Didelphis virginiana",-84.4310926,42.71175
"Didelphis virginiana",-94.830642,40.054486
"Didelphis virginiana",-99.087932,35.599038
"Didelphis virginiana",-94.5974727,39.0627786
"Didelphis virginiana",-122.054135,37.890408
"Didelphis virginiana",-95.96266,38.53127
"Didelphis virginiana",-97.16844,15.989
"Didelphis virginiana",-82.419504,29.733486
"Didelphis virginiana",-102.7249243,20.817212
"Didelphis virginiana",-88.0111,41.8089
"Didelphis virginiana",-102.028056,17.986389
"Didelphis virginiana",-98.908698,38.530947
"Didelphis virginiana",-89.662313,35.292492
"Didelphis virginiana",-72.949722,41.874722
"Didelphis virginiana",-96.959,28.846
"Didelphis virginiana",-121.901448,38.008379
"Didelphis virginiana",-99.103638,37.815277
"Didelphis virginiana",-81.95,28.03917
"Didelphis virginiana",-96.146,38.1077
"Didelphis virginiana",-120.8493879,37.768197
"Didelphis virginiana",-99.816111,21.05
"Didelphis virginiana",-75.27,39.88
"Didelphis virginiana",-96.74443,32.06643
"Didelphis virginiana",-90.736635,34.935517
"Didelphis virginiana",-122.080939,37.669538
"Didelphis virginiana",-103.88175,19.149333
"Didelphis virginiana",-104.4575,23.5335
"Didelphis virginiana",-81.78889,28.065
"Didelphis virginiana",-82.345244,29.644815
"Didelphis virginiana",-85.10519,35.28114
"Didelphis virginiana",-86.2772297,11.8838652
"Didelphis virginiana",-98.98727,21.40055
"Didelphis virginiana",-105.1814706,21.0710315
"Didelphis virginiana",-99.234167,18.918611
"Didelphis virginiana",-91.7499595,30.0652117
"Didelphis virginiana",-99.680556,32.458056
"Didelphis virginiana",-96.07778,30.652267
"Didelphis virginiana",-105.74539,22.54775
"Didelphis virginiana",-96.7016,16.69307
"Didelphis virginiana",-94.883721,46.0665717
"Didelphis virginiana",-84.1502,39.1335
"Didelphis virginiana",-100.263336,19.267778
"Didelphis virginiana",-99.583333,21.15
"Didelphis virginiana",-85.32,43.64
"Didelphis virginiana",-98.94675,33.775933
"Didelphis virginiana",-97.405932,35.232665
"Didelphis virginiana",-117.3959195,33.9387654
"Didelphis virginiana",-92.1879723,30.5331954
"Didelphis virginiana",-93.6160061,29.7572168
"Didelphis virginiana",-87.8547,41.7975
"Didelphis virginiana",-83.01,39.97
"Didelphis virginiana",-100.26667,18.917778
"Didelphis virginiana",-89.329989,19.1168
"Didelphis virginiana",-104.031333,23.855167
"Didelphis virginiana",-99.19333,19.31833
"Didelphis virginiana",-99.01002,21.98241
"Didelphis virginiana",-120.069167,34.4775
"Didelphis virginiana",-103.67,19.24
"Didelphis virginiana",-72.461548,40.883855
"Didelphis virginiana",-96.799906,33.881975
"Didelphis virginiana",-104.723611,21.856111
"Didelphis virginiana",-122.500151,37.730077
"Didelphis virginiana",-101.79736,30.46695
"Didelphis virginiana",-90.042508,34.933427
"Didelphis virginiana",-102.8233106,20.2999483
"Didelphis virginiana",-84.50003,38.03251
"Didelphis virginiana",-98.540285,18.571669
"Didelphis virginiana",-99.318446,38.87822
"Didelphis virginiana",-89.86556,34.99056
"Didelphis virginiana",-122.4541103,37.7407557
"Didelphis virginiana",-98.81781,19.52618
"Didelphis virginiana",-81.306389,41.462778
"Didelphis virginiana",-98.17,19.573028
"Didelphis virginiana",-92.0474295,17.484897
"Didelphis virginiana",-96.17921,38.41062
"Didelphis virginiana",-92.3379767,30.6881901
"Didelphis virginiana",-93.801575,43.6790231
"Didelphis virginiana",-124.099448,42.231797
"Didelphis virginiana",-84.4836942,42.7368497
"Didelphis virginiana",-88.812715,36.591791
"Didelphis virginiana",-83.75,41.683333
"Didelphis virginiana",-91.729722,16.081667
"Didelphis virginiana",-92.4189786,30.6331917
"Didelphis virginiana",-118.54,34.05
"Didelphis virginiana",-93.702154,40.3310613
"Didelphis virginiana",-84.325965,33.790598
"Didelphis virginiana",-122.7547,45.2311
"Didelphis virginiana",-97.4491229,35.2038862
"Didelphis virginiana",-94.693001,36.325749
"Didelphis virginiana",-94.884328,40.334733
"Didelphis virginiana",-95.87894,38.50751
"Didelphis virginiana",-96.7181,16.69074
"Didelphis virginiana",-98.40402,26.21542
"Didelphis virginiana",-97.511847,35.232481
"Didelphis virginiana",-97.19277,36.115948
"Didelphis virginiana",-122.3242,48.4758
"Didelphis virginiana",-73.974563,42.439068
"Didelphis virginiana",-96.7014,16.6935
"Didelphis virginiana",-95.006389,18.515833
"Didelphis virginiana",-91.175946,30.4422009
"Didelphis virginiana",-97.623576,20.104569
"Didelphis virginiana",-100.969833,31.305124
"Didelphis virginiana",-96.751999,17.111999
"Didelphis virginiana",-104.9351063,19.4750303
"Didelphis virginiana",-99.959722,18.151667
"Didelphis virginiana",-90.49306,35.149769
"Didelphis virginiana",-100.402588,31.471939
"Didelphis virginiana",-117.017235,32.955956
"Didelphis virginiana",-99.18972,19.33139
"Didelphis virginiana",-91.4249537,30.8321879
"Didelphis virginiana",-91.1719457,30.3882026
"Didelphis virginiana",-90.3369252,30.6791953
"Didelphis virginiana",-92.4049783,30.6411914
"Didelphis virginiana",-91.6275,17.312778
"Didelphis virginiana",-85.1264041,37.8107216
"Didelphis virginiana",-96.80905,17.24873
"Didelphis virginiana",-90.9832406,18.8006698
"Didelphis virginiana",-90.35,38.59
"Didelphis virginiana",-117.03173,32.705135
"Didelphis virginiana",-94.3116821,38.5518084
"Didelphis virginiana",-106.4165772,23.2506591
"Didelphis virginiana",-94.034444,16.521111
"Didelphis virginiana",-91.8329618,30.1252095
"Didelphis virginiana",-97.625833,35.4875
"Didelphis virginiana",-87.623695,41.881429
"Didelphis virginiana",-98.779724,20.557223
"Didelphis virginiana",-88.087747,42.636849
"Didelphis virginiana",-119.7525,34.439444
"Didelphis virginiana",-96.489161,29.601777
"Didelphis virginiana",-102.074528,19.430389
"Didelphis virginiana",-71.17442,42.65267
"Didelphis virginiana",-88.2375,18.786222
"Didelphis virginiana",-87.1753623,12.5507087
"Didelphis virginiana",-99.560902,38.936805
"Didelphis virginiana",-100.472209,31.42956
"Didelphis virginiana",-93.9160245,32.53913
"Didelphis virginiana",-104.109,19.175833
"Didelphis virginiana",-90.4889293,30.7641923
"Didelphis virginiana",-105.04014,19.48269
"Didelphis virginiana",-92.5349884,32.5231343
"Didelphis virginiana",-99.782951,38.640274
"Didelphis virginiana",-99.769722,23.971944
"Didelphis virginiana",-96.564713,30.16667
"Didelphis virginiana",-90.689171,38.713329
"Didelphis virginiana",-94.9687093,43.6122199
"Didelphis virginiana",-94.706332,30.703674
"Didelphis virginiana",-99.448898,20.591999
"Didelphis virginiana",-88.790555,18.418611
"Didelphis virginiana",-109.618423,28.968627
"Didelphis virginiana",-98.950008,19.170281
"Didelphis virginiana",-94.759261,40.344406
"Didelphis virginiana",-99.612717,38.950554
"Didelphis virginiana",-100.324167,25.809167
"Didelphis virginiana",-94.703655,30.696311
"Didelphis virginiana",-83.03528,29.215284
"Didelphis virginiana",-121.083333,35.566667
"Didelphis virginiana",-90.1009183,30.4032046
"Didelphis virginiana",-95.236111,16.325
"Didelphis virginiana",-99.718019,32.468422
"Didelphis virginiana",-92.4059778,30.4901963
"Didelphis virginiana",-92.7629875,30.6491902
"Didelphis virginiana",-94.11077,30.34889
"Didelphis virginiana",-104.56463,24.022797
"Didelphis virginiana",-110.845665,31.761334
"Didelphis virginiana",-94.208333,16.375
"Didelphis virginiana",-93.66778,31.072004
"Didelphis virginiana",-75.51265,42.94667
"Didelphis virginiana",-99.5,21.279833
"Didelphis virginiana",-80.779167,41.222222
"Didelphis virginiana",-87.157222,20.889444
"Didelphis virginiana",-92.019967,30.2242058
"Didelphis virginiana",-87,35
"Didelphis virginiana",-92.0809695,30.5051966
"Didelphis virginiana",-91.7549602,30.2332062
"Didelphis virginiana",-93.7971748,43.6668232
"Didelphis virginiana",-101.5241,19.664608
"Didelphis virginiana",-95.051667,18.591667
"Didelphis virginiana",-103.4627062,19.7324725
"Didelphis virginiana",-87.672654,41.959292
"Didelphis virginiana",-92.815013,45.153401
"Didelphis virginiana",-90.6699445,34.0050984
"Didelphis virginiana",-119.796111,34.4575
"Didelphis virginiana",-84.3565905,42.7833494
"Didelphis virginiana",-93.625194,42.050104
"Didelphis virginiana",-95.4389,29.7811
"Didelphis virginiana",-97.317977,35.225585
"Didelphis virginiana",-103.532387,19.352213
"Didelphis virginiana",-101.804651,23.8264964
"Didelphis virginiana",-96.2737,38.38133
"Didelphis virginiana",-85.782207,36.167032
"Didelphis virginiana",-89.771389,20.863889
"Didelphis virginiana",-72.489314,40.89056
"Didelphis virginiana",-97.388735,35.218352
"Didelphis virginiana",-98.473341,19.587225
"Didelphis virginiana",-92.0199672,30.3062032
"Didelphis virginiana",-122.1621396,37.8106695
"Didelphis virginiana",-80.95051,42.97952
"Didelphis virginiana",-120.620833,35.029444
"Didelphis virginiana",-96.7085,16.68248
"Didelphis virginiana",-105.370333,22.471333
"Didelphis virginiana",-72.722656,42.198608
"Didelphis virginiana",-91.1759458,30.3852027
"Didelphis virginiana",-90.07722,35.342292
"Didelphis virginiana",-87.666695,41.986336
"Didelphis virginiana",-83.763091,30.671103
"Didelphis virginiana",-99.3070023,25.6124676
"Didelphis virginiana",-122.48694,48.75972
"Didelphis virginiana",-99.270833,18.559444
"Didelphis virginiana",-97.377745,36.289406
"Didelphis virginiana",-97.12972,31.895176
"Didelphis virginiana",-88.0747,41.8011
"Didelphis virginiana",-121.809154,38.008993
"Didelphis virginiana",-92.1619735,31.0601789
"Didelphis virginiana",-85.63333,11.25
"Didelphis virginiana",-92.895123,16.202889
"Didelphis virginiana",-90.73449,18.60727
"Didelphis virginiana",-84.9613406,10.83267
"Didelphis virginiana",-91.9989662,30.1682077
"Didelphis virginiana",-87.694508,41.879673
"Didelphis virginiana",-103.999167,23.8375
"Didelphis virginiana",-96.393537,30.576668
"Didelphis virginiana",-98.17,18.9
"Didelphis virginiana",-93.772574,43.6490234
"Didelphis virginiana",-97.9354,41.6837
"Didelphis virginiana",-84.6,43.29
"Didelphis virginiana",-91.439444,16.806389
"Didelphis virginiana",-86.102931,12.710858
"Didelphis virginiana",-89.419217,18.594562
"Didelphis virginiana",-103.70486,19.47236
"Didelphis virginiana",-92.030555,17.489167
"Didelphis virginiana",-97.316944,19.114444
"Didelphis virginiana",-80.39576,42.96959
"Didelphis virginiana",-89.9129149,30.8931895
"Didelphis virginiana",-93.759444,17.087778
"Didelphis virginiana",-91.937966,30.5601952
"Didelphis virginiana",-122.7362,45.3256
"Didelphis virginiana",-99.326393,38.87917
"Didelphis virginiana",-92.7729911,31.5701617
"Didelphis virginiana",-104.85817,21.74966
"Didelphis virginiana",-100.186944,25.631944
"Didelphis virginiana",-119.632075,34.436663
"Didelphis virginiana",-89.818182,43.956082
"Didelphis virginiana",-101.816006,21.8327195
"Didelphis virginiana",-94.570047,16.387439
"Didelphis virginiana",-87.799084,41.920308
"Didelphis virginiana",-92.4069814,31.5211641
"Didelphis virginiana",-91.1749458,30.3982023
"Didelphis virginiana",-104.751158,21.221668
"Didelphis virginiana",-92.0829693,30.4501984
"Didelphis virginiana",-94.382873,29.744103
"Didelphis virginiana",-99.379444,17.479167
"Didelphis virginiana",-96.305556,17.702778
"Didelphis virginiana",-102.460517,18.264742
"Didelphis virginiana",-118.9,36.42
"Didelphis virginiana",-98.419081,32.937626
